occurrence_no,record_type,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,geogscale,paleolng,paleolat,geoplate,formation,stratgroup,member,environment,pres_mode,taxon_environment
1317338,occ,175565,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,,,22.68111,-31.295555,"NHMUK R4067, a nearly complete skeleton",Kuilspoort,,Kuilsport,ZA,Western Cape,Beaufort West,,-19.42,-50.44,701,,,,terrestrial indet.,body,terrestrial
1317339,occ,175565,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,,,22.68111,-31.295555,"AMNH FARB 5501. a poorly preserved, dorsoventrally crushed partial skull",Kuilspoort,,Kuilsport,ZA,Western Cape,Beaufort West,,-19.42,-50.44,701,,,,terrestrial indet.,body,terrestrial
1317355,occ,171346,Stegotretus agyrus,species,227375,Wolfcamp,,296.4,268,Chordata,Osteichthyes,Cotylosauria,Gymnarthridae,Stegotretus,,,-106.652222,36.159443,"CM 38023 (holotype; partial skull) CM 27559 (partial skull), CM 27574 (skull), CM 28581 (partial skull and much of skeleton)",Valley floor of east Camp Quarry,,1 km SE Arroyo del Agua,US,New Mexico,Rio Arriba,small collection,-34.08,4.53,101,Cutler,,,fine channel fill,"mold/impression,adpression",terrestrial
1317360,occ,176310,Dicynodon hartzenbergi,species,337666,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,1,specimens,24.96139,-32.309444,TM 1480 a complete skull with lower jaws,Petersburg,,"Petersburg farm, Pietersburg",ZA,Eastern Cape,Graaff-Reinet,small collection,-19.32,-52.63,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317361,occ,176310,Aulacephalodon bainii,species,302399,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Geikiidae,Aulacephalodon,,,24.96139,-32.309444,,Petersburg,,"Petersburg farm, Pietersburg",ZA,Eastern Cape,Graaff-Reinet,small collection,-19.32,-52.63,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317362,occ,176310,Arctognathus cookei,species,340497,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Arctognathus,1,individuals,24.96139,-32.309444,"BP/1/648, partial skull",Petersburg,,"Petersburg farm, Pietersburg",ZA,Eastern Cape,Graaff-Reinet,small collection,-19.32,-52.63,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317363,occ,89650,Bradysaurus,genus,37559,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Bradysaurus,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317364,occ,89650,Titanosuchus ferox,species,56780,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Titanosuchidae,Titanosuchus,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317365,occ,89650,Tapinocephalus atherstonii,species,56764,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Cotylosauria,Tapinocephalidae,Tapinocephalus,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317366,occ,89650,Diictodon feliceps,species,56870,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,22.016666,-32.966667,"GPIT unumbered, well preserved partial skull and lower jaws",Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317367,occ,89650,Diictodon feliceps,species,56870,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,10,specimens,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317368,occ,89650,Emydops,genus,39063,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Emydops,4,specimens,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317369,occ,89650,Alopecognathus angusticeps,species,77031,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Alopecognathus,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317370,occ,89650,Cynariognathus,genus,367378,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Cynariognathus,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317371,occ,89650,Pristerognathoides minor,species,367383,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathoides,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317372,occ,89650,Pristerognathoides parvus,species,367386,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathoides,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317373,occ,89650,Pristerognathoides vanwyki,species,367385,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathoides,,,22.016666,-32.966667,,Bloukrans (Prince Albert District),,"Bloukrantz, Blaaukranz",ZA,Western Cape,Prince Albert,small collection,-28.6,-53.09,701,Abrahamskraal,Beaufort,,terrestrial indet.,body,terrestrial
1317415,occ,176919,Cistecephalus microrhinus,species,56851,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,Cistecephalidae,Cistecephalus,,,24.544722,-32.261665,,"Riversdale, Graaff-Reinet",,,ZA,Eastern Cape,Graaff-Reinet,outcrop,-19.53,-52.29,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317416,occ,176919,Dicynodontoides recurvidens,species,56865,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,Kingoriidae,Dicynodontoides,1,individuals,24.544722,-32.261665,"RC 83, a complete skull","Riversdale, Graaff-Reinet",,,ZA,Eastern Cape,Graaff-Reinet,outcrop,-19.53,-52.29,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317420,occ,176922,Endothiodon bathystoma,species,56838,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Endothiodon,,,22.553888,-32.387501,,Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317421,occ,176922,Endothiodon bathystoma,species,56838,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Endothiodon,,,22.553888,-32.387501,,Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317422,occ,176922,Diictodon feliceps,species,56870,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,22.553888,-32.387501,,Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317423,occ,176922,Diictodon feliceps,species,56870,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,1,individuals,22.553888,-32.387501,"AMNH FARB 5510, a poorly prepared, laterally crushed, complete skull",Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317424,occ,176922,Diictodon feliceps,species,56870,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,1,individuals,22.553888,-32.387501,"AMNH FARB 5534, a dorsoventrally crushed skull, lower jaws and most of the postcranium",Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317425,occ,176922,Diictodon feliceps,species,56870,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,22.553888,-32.387501,,Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317426,occ,176922,Oudenodon bainii,species,91713,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,22.553888,-32.387501,"SAM-PK-5141, a poorly preserved, dorsoventrally crushed skull and lower jaws",Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317427,occ,176922,Aelurosaurus whaitsi,species,335612,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurosaurus,1,specimens,22.553888,-32.387501,"AMNH 5514, snout and dentary",Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317428,occ,176922,Aelurosaurus whaitsi,species,335612,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurosaurus,1,individuals,22.553888,-32.387501,"AMNH 5528, fragment of snout",Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317429,occ,176922,Gorgonops torvus,species,56786,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Gorgonops,5,individuals,22.553888,-32.387501,"AMNH 5515, well preserved but flattened skull (type). AMNH 5531, 5544, 5546, 5568",Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317430,occ,176922,Gorgonops whaitsi,species,56785,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Gorgonops,3,individuals,22.553888,-32.387501,"AMNH 5530a, incomplete and very crushed skull. BMNH R 4053, fragmentary skull. BMNH R 4052, flattened snout",Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317431,occ,176922,Alopecorhinus parvidens,species,367360,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Therocephalia,NO_FAMILY_SPECIFIED,Alopecorhinus,,,22.553888,-32.387501,,Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317432,occ,176922,Scylacoides ferox,species,77027,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Therocephalia,NO_FAMILY_SPECIFIED,Scylacoides,,,22.553888,-32.387501,,Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317433,occ,176922,Ictidognathus hemburyi,species,56817,Capitanian,Wuchiapingian,265.1,254.17,Chordata,Osteichthyes,Therocephalia,NO_FAMILY_SPECIFIED,Ictidognathus,,,22.553888,-32.387501,,Beaufort West Commonage (Tropidostoma & Cistecephalus Assemblage Zone),,,ZA,Western Cape,,,-23.98,-51.8,701,Teekloof,Beaufort,Poortjie,terrestrial indet.,body,terrestrial
1317434,occ,176923,Cistecephalus microrhinus,species,56851,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,Cistecephalidae,Cistecephalus,,,23.528334,-31.923889,,"Sekretariskraal, Murraysburg (Cistecephalus Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-19.73,-51.38,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317435,occ,176923,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,,,23.528334,-31.923889,"MMK 4164, a dorsoventrally crushed skull, lower jaws and associated postcranial elements","Sekretariskraal, Murraysburg (Cistecephalus Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-19.73,-51.38,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317436,occ,176923,Gorgonops torvus,species,56786,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Gorgonops,,,23.528334,-31.923889,,"Sekretariskraal, Murraysburg (Cistecephalus Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-19.73,-51.38,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317437,occ,176924,Oudenodon bainii,species,91713,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,,,23.528334,-31.923889,,"Sekretariskraal, Murraysburg (Dicynodon Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-18.76,-51.03,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317438,occ,176924,Ictidosuchops intermedius,species,376360,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Therocephalia,Ictidosuchidae,Ictidosuchops,,,23.528334,-31.923889,,"Sekretariskraal, Murraysburg (Dicynodon Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-18.76,-51.03,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317439,occ,176924,Dicynodontia,order,38996,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,,,,,23.528334,-31.923889,Unidentified specimens include small to large Dicynodontia,"Sekretariskraal, Murraysburg (Dicynodon Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-18.76,-51.03,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317440,occ,176924,Gorgonopsia,suborder,39095,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,,,,,23.528334,-31.923889,Unidentified specimens include small to large Gorgonopsia,"Sekretariskraal, Murraysburg (Dicynodon Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-18.76,-51.03,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317441,occ,176923,Emydops arctatus,species,197856,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Emydops,,,23.528334,-31.923889,"MMK 4165, a nearly complete skull and postcranium","Sekretariskraal, Murraysburg (Cistecephalus Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-19.73,-51.38,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317442,occ,176923,Dicynodontia,order,38996,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,,,,,23.528334,-31.923889,Unidentified specimens include small to large Dicynodontia,"Sekretariskraal, Murraysburg (Cistecephalus Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-19.73,-51.38,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317443,occ,176923,Gorgonopsia,suborder,39095,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,,,,,23.528334,-31.923889,Unidentified specimens include small to medium Gorgonopsia,"Sekretariskraal, Murraysburg (Cistecephalus Assemblage Zone)",,Sekretaris Kraal,ZA,Western Cape,Murraysburg,,-19.73,-51.38,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317623,occ,176968,Trihecaton howardinus,species,320818,Moscovian,,315.2,307,Chordata,Osteichthyes,Microsauria,Trihecatontidae,Trihecaton,,,-105.836998,38.448879,"UCLA VP 1743 (Holotype, an articulated skeleton that lacks most of the skull although maxilla and a mandible are present.), and  UCLA VP 1744 (a partially articulated series of 12 caudal vertebrae with haemal arches)",Interval 300 of section of the Sangre de Cristo Formation,,,US,Colorado,Fremont County,,-37.49,-1.4,101,Sangre de Cristo,,,terrestrial indet.,mold/impression,"brackish,freshwater,terrestrial"
1317624,occ,176968,Coloraderpeton brilli,species,320839,Moscovian,,315.2,307,Chordata,Osteichthyes,Aistopoda,Ophiderpetontidae,Coloraderpeton,,,-105.836998,38.448879,"UCLA VP 1689 (Holotype, dorsal vertebra), UCLA VP 1690 (proximal part of rib, preserved portions slightly displaced along a fracture), UCLA VP 1691 (three partially articulated dorsal vertebrae with many scattered but some partially articulated osteoderms on the same small piece of matrix), and UCLA VP 1692 (many disarticulated vertebrae and osteoderms)",Interval 300 of section of the Sangre de Cristo Formation,,,US,Colorado,Fremont County,,-37.49,-1.4,101,Sangre de Cristo,,,terrestrial indet.,mold/impression,"brackish,freshwater,terrestrial"
1317625,occ,85292,Colosteus scutellatus,species,335313,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Colosteidae,Colosteus,,,-80.673332,40.56778,"AMNH 6916 (holotype; formerly Columbia University 8584G & 8666G, incomplete skull and anterior portion of trunk)",Linton,,Diamond Coal Mine,US,Ohio,Jefferson,outcrop,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,mire/swamp,body,"brackish,freshwater,terrestrial"
1317626,occ,85292,Megalocephalus lineolatus,species,335652,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Baphetidae,Megalocephalus,,,-80.673332,40.56778,AMNH 6828 (formerly Newberry 1086/1087G) (holotype; fragment of skull and left mandibular ramus prepared as acid-etched mold),Linton,,Diamond Coal Mine,US,Ohio,Jefferson,outcrop,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,mire/swamp,body,"brackish,freshwater,terrestrial"
1317627,occ,85292,Loxomma lintonensis,species,334977,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Baphetidae,Loxomma,,,-80.673332,40.56778,AMNH 6944 (holotype; part and counterpart of juvenile skull),Linton,,Diamond Coal Mine,US,Ohio,Jefferson,outcrop,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,mire/swamp,body,"brackish,freshwater,terrestrial"
1317648,occ,85292,Oestocephalus amphiuminum,species,230699,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Oestocephalidae,Oestocephalus,,,-80.673332,40.56778,AMNH 6857 (Holotype; skull and anterior trunk),Linton,,Diamond Coal Mine,US,Ohio,Jefferson,outcrop,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,mire/swamp,body,"brackish,freshwater,terrestrial"
1317649,occ,84835,Oestocephalus granulosum,species,320837,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Oestocephalidae,Oestocephalus,,,13.207222,49.713055,"CGH (Orig. 130) (Holotype; mid body region, vertebrae, ribs, and scales)",Nyrany,,"Humboldt Mine, Krimice Mine, Nýany, Nyrschan, Nürschan",CZ,Pilsen,Pilsen-North,local area,19.67,0.55,305,Kladno,,Nýany,lacustrine indet.,"body,cast,mold/impression","brackish,freshwater,terrestrial"
1317652,occ,176015,Oestocephalus amphiuminum,species,230699,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Oestocephalidae,Oestocephalus,,,-80.474998,40.796112,No information available for museum specimens concerned,Mansfield's Mine,,,US,Pennsylvania,Beaver County,small collection,-18.25,-7.93,101,,Allegheny,Upper Kittanning Coal,terrestrial indet.,"body,adpression","brackish,freshwater,terrestrial"
1317697,occ,84835,Crinodon limnophyes,species,337663,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Microsauria,Tuditanidae,Crinodon,1,specimens,13.207222,49.713055,"BM (NH) R.2818 (Holotype; skull preserved as natural cast showing dorsal and palatal surfaces on counterpart blocks. Also: scales, ribs, and element of shoulder girdle. ",Nyrany,,"Humboldt Mine, Krimice Mine, Nýany, Nyrschan, Nürschan",CZ,Pilsen,Pilsen-North,local area,19.67,0.55,305,Kladno,,Nýany,lacustrine indet.,"body,cast,mold/impression","brackish,freshwater,terrestrial"
1317698,occ,84835,Nyranerpeton amilneri,species,337469,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Nyranerpeton,,,13.207222,49.713055,"NHMW-1898/X/21 (Holotype; well preserved skull (7mm) and partial postcranial skeleton. Fritsch (1883), pl. 1, Fig. 2), figured by Carroll et al. (1999) as Branchiosaurus salamandroides)",Nyrany,,"Humboldt Mine, Krimice Mine, Nýany, Nyrschan, Nürschan",CZ,Pilsen,Pilsen-North,local area,19.67,0.55,305,Kladno,,Nýany,lacustrine indet.,"body,cast,mold/impression","brackish,freshwater,terrestrial"
