occurrence_no,record_type,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,geogscale,paleolng,paleolat,geoplate,formation,stratgroup,member,environment,pres_mode,taxon_environment
1315252,occ,176501,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,24.346666,-32.236389,"SAM-PK-3337, a partial skull and lower jaws","Heuningneskrans, Camdeboo",,"Honing Krantz, Heuningnestkrans, Heuning Nest Kraantz",ZA,Eastern Cape,Graaff-Reinet,outcrop,-19.63,-52.13,701,,Beaufort,,terrestrial indet.,body,terrestrial
1315253,occ,174666,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,23.120832,-31.404167,"SAM-PK-7850, a distorted skull and disarticulated lower jaw","Biesjiespoort, Victoria West",,"Biesiespoort, Nobelsfontein",ZA,Northern Cape,Victoria West,local area,-19.28,-50.82,701,,Beaufort,,terrestrial indet.,body,terrestrial
1315258,occ,176503,Lystrosaurus declivis,species,140319,Induan,,252.17,251.2,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,25.700277,-32.115555,,Elandsberg,,Elandsburg,ZA,Eastern Cape,Cradock,outcrop,-13.7,-51.19,701,Katberg,Beaufort,,terrestrial indet.,body,terrestrial
1315259,occ,176503,Lystrosaurus maccaigi,species,122672,Induan,,252.17,251.2,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,25.700277,-32.115555,"AM 404, partial skull",Elandsberg,,Elandsburg,ZA,Eastern Cape,Cradock,outcrop,-13.7,-51.19,701,Katberg,Beaufort,,terrestrial indet.,body,terrestrial
1315260,occ,176503,Lystrosaurus murrayi,species,122139,Induan,,252.17,251.2,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,25.700277,-32.115555,,Elandsberg,,Elandsburg,ZA,Eastern Cape,Cradock,outcrop,-13.7,-51.19,701,Katberg,Beaufort,,terrestrial indet.,body,terrestrial
1315261,occ,176503,Lystrosaurus curvatus,species,56864,Induan,,252.17,251.2,Chordata,Osteichthyes,Dicynodontia,Lystrosauridae,Lystrosaurus,,,25.700277,-32.115555,"NMHUK R3792, a laterally crushed skull",Elandsberg,,Elandsburg,ZA,Eastern Cape,Cradock,outcrop,-13.7,-51.19,701,Katberg,Beaufort,,terrestrial indet.,body,terrestrial
1315262,occ,176504,Anthodon serrarius,species,56757,Wuchiapingian,,259.9,254.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Anthodon,,,24.554167,-32.16,,Dalham and Upper Dalham,,,ZA,Eastern Cape,Graaff-Reinet,outcrop,-19.38,-52.25,701,Balfour,Beaufort,Oudeberg,terrestrial indet.,body,terrestrial
1315263,occ,176504,Smilesaurus ferox,species,335437,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Smilesaurus,1,individuals,24.554167,-32.16,"RC 82, partial skull",Dalham and Upper Dalham,,,ZA,Eastern Cape,Graaff-Reinet,outcrop,-19.38,-52.25,701,Balfour,Beaufort,Oudeberg,terrestrial indet.,body,terrestrial
1315264,occ,176504,Dicynodontia,order,38996,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,,,,,24.554167,-32.16,"Includes small, medium and large specimens",Dalham and Upper Dalham,,,ZA,Eastern Cape,Graaff-Reinet,outcrop,-19.38,-52.25,701,Balfour,Beaufort,Oudeberg,terrestrial indet.,body,terrestrial
1315265,occ,176504,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,24.554167,-32.16,"SAM-PK-3447, a poorly prepared partial skull",Dalham and Upper Dalham,,,ZA,Eastern Cape,Graaff-Reinet,outcrop,-19.38,-52.25,701,Balfour,Beaufort,Oudeberg,terrestrial indet.,body,terrestrial
1315266,occ,80223,Daptocephalus leoniceps,species,56867,Changhsingian,,254.17,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Daptocephalus,1,individuals,23.888889,-31.908056,"BP/1/555, a nearly complere skull",Grootdriefontein (Dicynodon Assemblage Zone),,Groot Driefontein,ZA,Western Cape,Central Karoo,small collection,-15.69,-50.19,701,Teekloof,Beaufort,,terrestrial indet.,body,terrestrial
1315301,occ,176523,Lafonius lehmani,species,336709,Gzhelian,,303.7,298.9,Chordata,Osteichthyes,Temnospondyli,Trimerorhachidae,Lafonius,,,-106.398697,35.011879,CM 25474 (holotype; partially articulated skill of length 2cm and anterior portion of postcranial skeleton),Manzanita Mountains,,,US,New Mexico,Bernalillo,,-35.43,2.05,101,Atrasado,Madera,Pine Shadow,terrestrial indet.,"body,adpression","brackish,freshwater,terrestrial"
1315325,occ,154179,Dawsonerpeton polydens,species,336780,Gzhelian,,303.7,298.9,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Dawsonerpeton,,,13.675,50.209999,NMP 419 (lectotype; disarticulated skull fragments),"Kounov, Rakovnik District",,Kounova,CZ,,,outcrop,22.8,5.98,305,Slaný,,Kounov,terrestrial indet.,mold/impression,"brackish,freshwater,terrestrial"
1315463,occ,176531,Branchierpeton reinholdi,species,336838,Asselian,,298.9,295.5,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Branchierpeton,,,10.502759,50.866585,FG 321/10/28 (holotype; complete skeleton),Tabarz,,Cabarz,DE,Thuringia,Gotha District,small collection,21.2,6.7,305,Goldlauter,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1315479,occ,176535,Branchierpeton reinholdi,species,336838,Autunian,,298.9,295,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Branchierpeton,,,12.925204,51.199074,MMGD-PzP20 (slab bearing disarticulated elements). Previously attributed to Branchierpeton sp. by Boy (1986) ,"Clennen, Saxony",,,DE,Mittelsachsen,Bockelwitz,small collection,22.57,7.46,305,Bortewitz,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1315480,occ,176536,Branchierpeton saalense,species,336840,Stephanian,,306.95,298.9,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Branchierpeton,,,11.964779,51.593925,BGRB (previously ZGI) P9/588 (holotype; skull and anterior skeleton),"Petersburg, near Halle",,,DE,Sachsen-Anhalt,,small collection,20.62,6.05,315,Wettin,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1315481,occ,176537,Branchierpeton saalense,species,336840,Stephanian,Autunian,306.95,295,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Branchierpeton,,,11.886034,51.632187,BGRB (previously ZGI) X849/1. Described as Branchisaurus cf. B. amblystomus by Chryploff & Kampe (1958). Reffered to as B. saalense by Werneburg (1990a),"Lobejun drill hole, north of Halle",,,DE,Saxony-Anhalt,,small collection,21.28,6.98,315,Wettin,,,lacustrine indet.,body,"brackish,freshwater,terrestrial"
1315482,occ,176538,Branchierpeton saalense,species,336840,Stephanian,,306.95,298.9,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Branchierpeton,,,10.85653,50.666248,"MNG, NHMS material (see also: Werneburg (1996))","Moosbach, near Manebach Thuringia",,,DE,,,small collection,20.24,4.96,305,Mohrenbach,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1315505,occ,176543,Limnerpeton,genus,37043,Gzhelian,,303.7,298.9,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Limnerpeton,,,10.453702,50.877323,FG 321/8/157 (holotype; anterior part of skeleton),Sembachtal near Winterstein,,,DE,Thuringia,Emsetal,small collection,20.64,6,305,Ilmenau,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1316469,occ,175806,Lepterpeton dobbsii,species,227041,Westphalian A,,318.1,314.6,Chordata,Osteichthyes,Microsauria,Ptyoniidae,Lepterpeton,,,-7.203734,52.806236,"TCD T85 (ex. NHMING F14685: G38: 1959). Figured by Wright & Huxley (1867) pl. iii, fig. 1",Jarrow Colliery,,,IE,Lenister,,local area,1.79,-6.34,315,,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1316470,occ,175806,Urocordylus wandesfordii,species,227065,Westphalian A,,318.1,314.6,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Urocordylidae,Urocordylus,,,-7.203734,52.806236,"TCD T83 (ex. NHMING F14691: G44: 1959). Figured by Wright & Huxley (1867) pl. ii, fig. 1",Jarrow Colliery,,,IE,Lenister,,local area,1.79,-6.34,315,,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1316471,occ,175806,Keraterpeton galvani,species,227370,Westphalian A,,318.1,314.6,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Diplocaulidae,Keraterpeton,,,-7.203734,52.806236,"NHMING F 14735 (ex GSI B.2866). Figured by Huxley & Wright (1867) pl. XIX, fig. 1",Jarrow Colliery,,,IE,Lenister,,local area,1.79,-6.34,315,,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1316520,occ,176667,Oudenodon bainii,species,91713,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,,,26.738056,-32.550835,,Seymour - Fairbairn Area,,,ZA,Eastern Cape,,local area,-17.44,-53.7,701,,Beaufort,,terrestrial indet.,body,terrestrial
1316521,occ,176667,Dicynodon lacerticeps,species,91716,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,,,26.738056,-32.550835,"BP/1/3710, a neorly complete skull, King (1988) reported the specimmen as lost from the Transvaal Museum, in fact housed in the Bernard Price Institute",Seymour - Fairbairn Area,,,ZA,Eastern Cape,,local area,-17.44,-53.7,701,,Beaufort,,terrestrial indet.,body,terrestrial
1316613,occ,175806,Dolichosoma emersoni,species,320840,Westphalian A,,318.1,314.6,Chordata,Osteichthyes,Aistopoda,Phlegethontiidae,Dolichosoma,,,-7.203734,52.806236,Holotype at TCD museum,Jarrow Colliery,,,IE,Lenister,,local area,1.79,-6.34,315,,,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
1316952,occ,176758,Pristerognathoides minor,species,367383,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Therocephalia,Pristerognathidae,Pristerognathoides,,,22.451668,-32.453335,,Klipbank,,,ZA,Western Cape,Beaufort West,,-27.58,-53.24,701,,Beaufort,,terrestrial indet.,body,terrestrial
1316953,occ,176758,Diictodon feliceps,species,56870,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,22.451668,-32.453335,"TM 1465, a poorly preserved skull, now lost",Klipbank,,,ZA,Western Cape,Beaufort West,,-27.58,-53.24,701,,Beaufort,,terrestrial indet.,body,terrestrial
1316957,occ,80216,Daptocephalus leoniceps,species,56867,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Daptocephalus,,,24.288889,-32.053333,,Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1316958,occ,80216,Diictodon feliceps,species,56870,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,24.288889,-32.053333,,Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1316959,occ,80216,Diictodon feliceps,species,56870,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,24.288889,-32.053333,,Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1316960,occ,176771,Micromelerpeton boyi,species,337384,Autunian,,298.9,295,Chordata,Osteichthyes,Temnospondyli,Micromelerpetidae,Micromelerpeton,,,4.291074,46.940742,"MNHN AUT 611 (holotype; complete skeleton) and MNHN 1898.12.6. First described and illustrated by Thevenin (1910: pl. 2, Fig. 1)",Saone et Laoire (Autun Formation),,,FR,Burgundy,,small collection,18.16,1.92,305,Autun,,,terrestrial indet.,adpression,"brackish,freshwater,terrestrial"
1316962,occ,80216,Aulacephalodon bainii,species,302399,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Geikiidae,Aulacephalodon,,,24.288889,-32.053333,,Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1316964,occ,80216,Cyonosaurus kitchingi,species,340827,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Cyonosaurus,1,individuals,24.288889,-32.053333,"SAM-PK-8790, flattened and incomplete skull",Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1316965,occ,80216,Ictidosuchops intermedius,species,376360,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Therocephalia,Ictidosuchidae,Ictidosuchops,,,24.288889,-32.053333,,Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1316966,occ,80216,Theriognathus microps,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,1,individuals,24.288889,-32.053333,"BP/1/139, BP/1/844, SAM-PK-K10429, UMZC T900",Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1316968,occ,80216,Oudenodon bainii,species,91713,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,24.288889,-32.053333,"RC 84, a partial skull",Doornplaas,,Doornplaats; Rust,ZA,Eastern Cape,Camdeboo,outcrop,-18.42,-51.66,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1317142,occ,80826,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,,,24.533333,-32.25,"The holotype is a partial skull, now lost, found 20 miles northwest of Graaff-Reinet",Graaff-Reinet Commonage,,,ZA,Eastern Cape,,basin,-19.52,-52.28,701,Middleton/Balfour,Beaufort,,terrestrial indet.,body,terrestrial
1317153,occ,176830,Pristerodon mackayi,species,56843,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Pristerodon,1,individuals,25.139168,-32.5825,"AMG 2825, a slightly dorsoventrally crushed skull and lower jaws",Pearston Area,,,ZA,Eastern Cape,Pearston,local area,-19.6,-52.89,701,Middelton,Beaufort,,terrestrial indet.,body,terrestrial
1317154,occ,176830,Pristerodon agilis,species,202107,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Pristerodon,,,25.139168,-32.5825,"AMG 4319, a skull with part of the skeleton",Pearston Area,,,ZA,Eastern Cape,Pearston,local area,-19.6,-52.89,701,Middelton,Beaufort,,terrestrial indet.,body,terrestrial
1317155,occ,176830,Prodicynodon pearstonensis,species,56847,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Prodicynodon,,,25.139168,-32.5825,This species is based on a badly weathered skull,Pearston Area,,,ZA,Eastern Cape,Pearston,local area,-19.6,-52.89,701,Middelton,Beaufort,,terrestrial indet.,body,terrestrial
1317156,occ,176830,Ictidosuchus primaevus,species,56835,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Therocephalia,Ictidosuchidae,Ictidosuchus,1,individuals,25.139168,-32.5825,,Pearston Area,,,ZA,Eastern Cape,Pearston,local area,-19.6,-52.89,701,Middelton,Beaufort,,terrestrial indet.,body,terrestrial
1317157,occ,176830,Dicynodontoides recurvidens,species,56865,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,Kingoriidae,Dicynodontoides,1,individuals,25.139168,-32.5825,"SAM-PK-590, a dorsoventrally-crushed skull",Pearston Area,,,ZA,Eastern Cape,Pearston,local area,-19.6,-52.89,701,Middelton,Beaufort,,terrestrial indet.,body,terrestrial
1317306,occ,176916,Dicynodontoides recurvidens,species,56865,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,Kingoriidae,Dicynodontoides,,,24.467777,-31.262222,"RC 97, a well preserved, dorsoventrally crushed skull with jaws",Hanover,,,ZA,Northern Cape,Hanover,outcrop,-18.17,-51.75,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317307,occ,176917,Diictodon feliceps,species,56870,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,24.441111,-32.076668,,Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317308,occ,176917,Dicynodon,genus,39019,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,1,individuals,24.441111,-32.076668,"RC 40, a dorsoventrally crushed skull",Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317309,occ,176917,Oudenodon bainii,species,91713,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,24.441111,-32.076668,"RC 52, a laterally compressed partial skull",Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317310,occ,176917,Aloposaurus tenuis,species,340435,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Aloposaurus,1,individuals,24.441111,-32.076668,"BP/1/256, flattened and crushed skull with lower jaw",Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317311,occ,176917,Aelurognathus tigriceps,species,335407,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,1,individuals,24.441111,-32.076668,"RC 34, complete skull and lower jaws",Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317312,occ,176917,Ictidosuchoides intermedius,species,376351,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Therocephalia,Ictidosuchidae,Ictidosuchops,1,individuals,24.441111,-32.076668,Skull,Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317313,occ,176917,Theriognathus microps,species,343308,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Therocephalia,Whaitsiidae,Theriognathus,,,24.441111,-32.076668,,Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317314,occ,176917,Dicynodontia,order,38996,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Dicynodontia,,,,,24.441111,-32.076668,Unidentified specimens include small to large Dicynodontia,Saint Olives,,St. Olives,ZA,Eastern Cape,Graaff-Reinet,,-18.35,-51.78,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317315,occ,171377,Pareiasuchus peringueyi,species,139015,Wuchiapingian,,259.9,254.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pareiasuchus,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317316,occ,171377,Pareiasaurus serridens,species,55018,Wuchiapingian,,259.9,254.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pareiasaurus,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317317,occ,171377,Endothiodon bathystoma,species,56838,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Endothiodon,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317318,occ,171377,Emydops,genus,39063,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Emydops,,,22.433332,-31.966667,"SAM-PK-2667, a skull",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317319,occ,171377,Pristerodon mackayi,species,56843,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Pristerodon,1,individuals,22.433332,-31.966667,"SAM-PK-2664, a complete skull and mandibular symphysis, mostly embedded in matrix",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317320,occ,171377,Diictodon feliceps,species,56870,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,1,individuals,22.433332,-31.966667,"SAM-PK-2354, a dorsoventrally crushed complete skull",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317321,occ,171377,Oudenodon grandis,species,337588,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,22.433332,-31.966667,"SAM-PK-2679, a complete skull",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317322,occ,171377,Scylacops capensis,species,341031,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Scylacops,2,individuals,22.433332,-31.966667,"SAM-PK-2343 (type), flattened skull with lower jaw and some postcranial elements. SAM-PK-10188, fragmented and incomplete skull with lower jaw and postcranial elements",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317324,occ,171377,Gorgonops longifrons,species,335617,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Gorgonopidae,Gorgonops,1,individuals,22.433332,-31.966667,"SAM-PK-2671, incomplete and flattened skull",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317325,occ,171377,Icticephalus polycynodon,species,377333,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Therocephalia,Scaloposauridae,Icticephalus,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317326,occ,171377,Ictidosuchoides longiceps,species,376352,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Therocephalia,Ictidosuchidae,Ictidosuchops,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317327,occ,171377,Dicynodon,genus,39019,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Dicynodon,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317328,occ,171377,Emydops,genus,39063,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Emydops,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317329,occ,171377,Pristerodon,genus,39058,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Pristerodon,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317330,occ,171377,Gorgonopsia,suborder,39095,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,,,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317331,occ,171377,Therocephalia,order,39130,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Therocephalia,,,,,22.433332,-31.966667,Unidentified specimens representing two small therocepalians,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317332,occ,171377,Pareiasauria,unranked clade,56750,Wuchiapingian,,259.9,254.17,Chordata,Reptilia,,,,,,22.433332,-31.966667,,Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317333,occ,171377,Oudenodon bainii,species,91713,Wuchiapingian,,259.9,254.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,1,individuals,22.433332,-31.966667,"SAM-PK-2674, a well-preserved skull and lower jaws",Dunedin,,Quaggasfontein,ZA,Western Cape,Beaufort West,local area,-20.5,-50.59,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317336,occ,176918,Oudenodon bainii,species,91713,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Osteichthyes,Cotylosauria,Oudenodontidae,Oudenodon,,,24.549999,-31.866667,"NHMUK 32631, a poorly preserved but nearly complete skull",Rhenosterberg (Dicynodon Assemblage Zone),,Middelburg,ZA,Eastern Cape,Graaff-Reinet,small collection,-17.98,-51.75,701,,Beaufort,,terrestrial indet.,body,terrestrial
1317337,occ,31777,Diictodon feliceps,species,56870,Capitanian,,265.1,259.9,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,,22.366199,-32.4231,"BSP 1934 VIII 48, a complete skull",Farm La-de-da,,,ZA,Western Cape,Beaufort West,outcrop,-27.57,-53.16,701,,Beaufort,,fluvial indet.,body,terrestrial
